Fid,Gender,Age,Bank_Account,Bank_Name,Trans_Amount,Transno,Balance,Trans_Type,Trans_Date,Location,Fraud
140.85.141.16.22.211-85,Male,67,FJCW36259901262533,Pioneer Savings,4082.4,9144,41891.24,Credit,2022-08-17,Berlin,1
212.122.29.73.245.133-20,Male,39,JMYQ64877349894630,Global Bank,7486.6,7409,16199.56,Credit,2024-06-10,New York,0
49.80.104.181.168.209-23,Male,55,KDXI27729540950100,Summit Bank,8824.09,1575,7479.25,Credit,2023-05-19,New York,1
207.189.178.31.4.10-95,Female,72,CVTL58771229604914,Pioneer Savings,2494.23,6834,30135.43,Credit,2022-07-31,London,0
110.172.231.34.234.254-36,Male,51,NURB76220528809917,Global Bank,2549.61,4938,3134.24,Debit,2024-10-20,Berlin,1
166.211.11.92.218.106-31,Female,54,GTBG61106071979062,Global Bank,6589.56,5739,49507.84,Debit,2022-09-12,Mumbai,1
57.186.115.243.221.181-88,Male,25,VUQQ24612050573307,Global Bank,1001.1,9970,1073.55,Credit,2024-06-20,Tokyo,0
62.75.129.101.204.4-80,Male,32,RHVW04301469897226,Summit Bank,613.28,7263,14225.09,Debit,2023-12-19,New York,0
83.187.83.12.133.90-22,Male,28,UHPG55919060492263,Summit Bank,9353.12,4491,36429.09,Credit,2022-07-11,Sydney,1
132.238.162.30.137.1-27,Male,41,YVTP26907154327438,Pioneer Savings,7229.77,7205,11554.18,Credit,2024-07-04,New York,1
193.142.89.213.185.56-31,Female,71,PWLP75805041737279,Unity Bank,6209.32,3262,23562.94,Debit,2022-09-07,Mumbai,0
234.227.187.54.154.163-56,Male,46,UQFZ54193368676608,Summit Bank,1138.47,3779,25320.12,Credit,2023-05-13,Mumbai,1
106.73.146.43.234.245-87,Male,40,DAKF68478132748073,Pioneer Savings,7579.19,7137,31141.27,Credit,2023-10-26,Mumbai,1
149.171.119.94.170.254-56,Male,39,SWHH85640189657291,Capital Trust,7827.09,2312,36490.73,Debit,2024-09-04,New York,0
30.56.75.92.143.38-86,Female,67,NWKF69621541199518,Capital Trust,8444.25,6815,47340.77,Credit,2024-01-21,Mumbai,0
54.253.214.40.253.172-53,Male,37,DPNB13833826595329,Summit Bank,1144.08,8479,41286.18,Credit,2023-12-31,Sydney,0
105.235.67.15.58.241-61,Female,56,WZDD90113088982519,Summit Bank,4051.77,5637,16244.22,Debit,2022-07-23,New York,0
191.1.40.47.157.94-84,Male,35,OLHE73543905856403,Pioneer Savings,5343.4,3444,31122.12,Debit,2022-07-24,New York,0
79.186.78.239.67.10-21,Female,70,WEPY48290030303701,Global Bank,6332.34,7736,23913.99,Debit,2024-08-08,Beijing,1
186.41.126.107.54.46-96,Male,54,XTTX66699469626288,Summit Bank,9682.34,2512,33738.1,Credit,2023-11-26,London,1
160.99.123.13.86.154-30,Male,76,RBQO77522547323066,Pioneer Savings,7906.76,3961,39257.48,Debit,2022-12-24,Tokyo,0
31.152.242.78.115.105-19,Male,51,QQJT47631859888129,Global Bank,675.79,6859,24401.98,Credit,2023-12-03,New York,0
42.227.124.218.10.123-70,Female,42,FKNZ65813652452457,Pioneer Savings,3421.56,1570,19397.45,Credit,2022-05-05,Sydney,1
95.150.17.238.115.148-68,Female,62,AKRF08548958032765,Summit Bank,1839.56,5654,39077.18,Debit,2023-08-30,New York,1
213.58.32.59.253.243-66,Male,18,NQRG04597615270971,Summit Bank,8117.66,8322,16555.67,Debit,2021-12-22,Sydney,1
87.248.113.245.180.28-85,Female,54,ISWQ60100708417507,Summit Bank,7088.17,9777,10281.3,Credit,2024-11-10,New York,0
43.171.242.115.30.39-18,Female,69,MVNZ87997663813354,Capital Trust,1659.71,3258,13403.41,Credit,2022-08-15,Berlin,0
64.78.208.209.154.83-22,Male,53,JWRE81239769807827,Capital Trust,9959.89,6262,31283.93,Credit,2023-01-01,Sydney,1
50.59.121.30.83.209-16,Male,18,IKBP45345858544409,Summit Bank,6516.38,1394,41113.7,Credit,2024-06-09,London,1
153.12.70.63.1.115-36,Male,19,SZXN99272139105476,Capital Trust,9150.39,1025,37103.63,Credit,2022-06-22,Beijing,1
55.110.188.253.176.122-45,Male,67,WXKZ94639665636785,Summit Bank,1044.29,1975,14803.98,Credit,2023-11-04,New York,0
196.117.145.65.143.31-87,Female,67,GHFO32977827977633,Pioneer Savings,407.36,5843,47418.31,Credit,2022-05-03,Mumbai,1
181.227.18.199.86.51-47,Female,60,VRXP87763595968915,Capital Trust,6473.21,5176,42513.83,Credit,2024-07-06,Sydney,1
94.151.206.240.64.170-79,Male,37,EARI60818365918963,Pioneer Savings,2557.17,6830,23915.16,Credit,2024-02-19,Berlin,0
193.13.135.162.161.247-15,Male,20,SMYU45764992507794,Pioneer Savings,4745.47,3314,1561.79,Debit,2022-10-17,Mumbai,0
4.214.185.65.160.198-41,Male,39,YWOX04106312682524,Capital Trust,5593.06,3800,3858.12,Debit,2022-04-12,Sydney,1
78.153.111.110.168.93-25,Female,62,NNAV49570685324837,Summit Bank,4696.95,8755,36992.31,Credit,2022-12-19,Tokyo,0
146.172.211.56.142.229-19,Female,28,SHYU61625471607533,Unity Bank,7051.96,2237,43679.57,Credit,2024-10-05,Mumbai,1
182.10.0.166.144.107-42,Female,50,TUER12206563201736,Summit Bank,2355.33,9236,36397.86,Credit,2022-01-13,Tokyo,0
253.34.179.33.96.66-23,Female,78,TAOE49559300660794,Global Bank,7392.02,9221,29496.88,Debit,2023-06-03,New York,1
101.63.222.165.179.61-89,Female,31,IWOK78008528448836,Summit Bank,365.51,9956,44658.06,Debit,2024-01-17,Mumbai,0
216.116.197.49.59.244-14,Female,74,RDUR02972650041357,Capital Trust,2436.33,8751,19067.29,Debit,2023-01-07,New York,0
10.250.250.199.226.8-20,Female,69,MNZP88916570622330,Global Bank,2918.85,5523,8609.39,Debit,2024-01-20,New York,1
41.255.61.50.80.235-24,Male,48,GLSQ25574699506536,Pioneer Savings,1529.3,6891,31095.92,Credit,2023-06-15,Tokyo,0
246.67.199.221.59.217-38,Female,48,BPLH09464303259628,Summit Bank,6791.46,5628,43912.01,Debit,2022-02-17,London,1
114.2.212.244.92.246-46,Female,44,QISM99117912248727,Unity Bank,1361.52,7241,30588.79,Credit,2022-10-22,New York,1
133.137.105.218.30.160-21,Female,76,XAWD11501294547576,Capital Trust,2052.32,9053,22574.08,Credit,2022-02-19,Tokyo,1
21.255.169.136.56.76-10,Male,47,BAZZ94075407034649,Unity Bank,5101.98,2816,4918.25,Debit,2023-08-13,London,1
210.66.7.145.254.84-93,Female,36,TURW81491783887509,Global Bank,4586.16,9127,3399.12,Debit,2022-06-17,Sydney,1
166.187.38.4.135.12-71,Male,70,YTKM57429904198818,Capital Trust,6929.31,2518,7107.21,Credit,2024-02-20,London,0
194.101.29.166.46.200-57,Female,39,GOEI60204812436557,Pioneer Savings,3571.02,6199,45987.98,Credit,2022-10-13,Beijing,0
180.252.186.182.161.97-12,Female,79,MITB59474191618631,Global Bank,6375.27,9818,48235.31,Debit,2023-12-13,Mumbai,0
146.217.53.247.18.68-18,Female,69,OSKZ15233025362099,Unity Bank,7233.39,3570,33169.5,Debit,2023-05-28,New York,0
157.18.4.79.128.176-59,Male,69,OEYD90967165592239,Summit Bank,5483.03,3604,5960.49,Credit,2022-03-09,Mumbai,1
134.239.74.249.66.73-83,Male,41,ITTK63781697918028,Summit Bank,8178.4,8393,40979.23,Credit,2022-07-28,Beijing,0
232.168.92.215.221.183-19,Male,37,OHWE42305080140665,Capital Trust,3306.4,5353,15712.01,Credit,2022-01-11,Berlin,1
16.247.62.119.78.238-27,Female,29,VECL40030064664189,Global Bank,1646.92,1998,38296.93,Credit,2022-12-14,Sydney,0
232.145.4.187.22.28-77,Male,76,UHEN34385789740660,Global Bank,3270.52,4459,17959.41,Debit,2022-06-15,New York,1
30.10.201.9.187.226-21,Female,18,OHJC26728358649035,Global Bank,9454.73,4715,36398.2,Credit,2023-07-03,New York,0
68.108.95.209.129.28-28,Male,32,NZWZ88988801041329,Capital Trust,9452.43,6406,30158.07,Debit,2022-01-11,Tokyo,0
149.179.129.213.241.255-52,Male,39,PCYH76816511497989,Capital Trust,6611.94,5483,21247.32,Credit,2021-12-17,New York,1
168.222.92.164.21.106-49,Female,21,UMCH41944703292783,Summit Bank,2567.52,9320,31824.02,Credit,2022-08-13,New York,1
9.182.55.48.137.254-47,Female,21,AWWF65738348100919,Pioneer Savings,9870.54,3159,39514.37,Debit,2024-05-10,London,1
142.55.93.202.11.14-40,Female,52,UGMR75696897298897,Unity Bank,7450.05,2808,32981.07,Debit,2023-09-13,Mumbai,0
138.195.38.211.94.222-58,Male,77,LYHA99732715944851,Pioneer Savings,2817.9,8475,2856.25,Credit,2023-02-03,London,1
111.44.88.230.78.16-58,Female,72,OLUQ64620040898728,Summit Bank,6409.43,1883,25952.33,Credit,2023-02-02,Tokyo,0
193.61.223.129.75.39-48,Female,27,YDDW12290465825527,Capital Trust,7735.43,6697,4715.79,Debit,2022-07-23,Tokyo,0
214.26.249.94.46.126-86,Male,27,RXYL93574524224172,Unity Bank,4914.15,5252,35054.95,Credit,2024-03-30,Berlin,1
195.248.244.106.2.204-27,Female,77,EXPM76470583844420,Global Bank,9067.91,9158,23224.7,Credit,2024-11-25,Beijing,0
133.55.79.143.101.0-56,Male,18,OCWV25985458569819,Global Bank,1759.51,9926,11586.48,Debit,2022-10-21,London,1
75.85.108.114.151.136-29,Female,33,DVKT12078997760447,Unity Bank,5980.07,3193,17533.23,Debit,2021-12-11,Tokyo,0
178.26.217.181.232.80-39,Male,41,XFYT05675357056778,Unity Bank,8991.37,4577,43513.39,Credit,2024-06-02,Tokyo,0
63.234.195.177.40.184-41,Female,71,TJCR27939238777581,Summit Bank,3345.5,7933,31969.56,Debit,2024-06-15,New York,1
252.117.131.124.65.58-31,Female,50,HJUB40703472746038,Capital Trust,9849.66,7369,5629.56,Debit,2023-10-28,Sydney,1
17.20.45.232.23.42-56,Male,45,CNSL55286215823893,Summit Bank,7256.99,9770,14625.44,Credit,2022-01-16,Berlin,0
135.28.34.67.57.220-18,Male,74,EACY54049467432589,Global Bank,9665.53,1288,46134.05,Credit,2022-04-27,New York,1
62.206.180.46.10.2-64,Male,72,JCJX92094308286925,Summit Bank,9890.8,5768,34361.69,Credit,2023-11-19,Tokyo,1
231.217.124.170.182.54-86,Male,47,EZHY78417809300841,Unity Bank,3552.61,3236,7430.14,Credit,2023-06-19,New York,0
97.105.164.121.1.252-84,Female,18,VKPD41661041039741,Pioneer Savings,7630.44,7862,36166.17,Debit,2022-03-29,New York,1
255.73.12.106.108.59-54,Female,79,MHGY47504662060107,Summit Bank,343.16,5552,3853.65,Credit,2021-12-14,Sydney,1
180.245.158.150.91.157-99,Female,56,GLUQ02522549049973,Summit Bank,4707.9,8685,11970.44,Credit,2023-05-08,Tokyo,0
26.175.43.170.225.240-19,Female,69,RISQ29049701910916,Capital Trust,356.81,7406,40588.8,Debit,2024-07-08,Sydney,1
179.221.7.107.110.239-59,Female,75,FFZN00666510747540,Summit Bank,3241.34,1168,17899.65,Credit,2023-04-26,Berlin,1
91.214.247.57.11.148-87,Female,20,ABQI29398887156789,Summit Bank,7610.76,6602,29607.61,Credit,2022-04-09,Beijing,0
32.158.146.133.18.245-46,Male,75,VPSO84812081450514,Unity Bank,7474.26,2292,27839.96,Credit,2024-01-31,Sydney,1
144.207.128.188.193.204-85,Female,32,EKOY72885403880127,Capital Trust,8605.93,6929,40188.25,Credit,2022-07-13,Sydney,0
201.216.182.115.128.139-27,Male,71,EIWS47079986657668,Unity Bank,4203.32,8267,17728.68,Debit,2022-02-16,Mumbai,0
107.108.81.194.74.125-12,Male,50,UVXW64616935057423,Unity Bank,1901.55,7919,10164.19,Credit,2022-07-20,Beijing,0
182.76.5.202.134.159-45,Female,22,CICV73035440728012,Capital Trust,4711.09,1631,23001.6,Debit,2024-03-18,Tokyo,1
16.3.32.181.173.142-76,Male,25,CFWL96396190092768,Global Bank,4928.92,7341,23941.42,Debit,2022-04-09,Beijing,0
124.136.84.168.197.198-45,Female,50,DBDE09814711807382,Global Bank,2582.95,1263,29456.42,Credit,2022-08-29,Beijing,1
108.193.211.201.53.195-47,Male,31,YQHL06401671567118,Unity Bank,4117.6,2943,4441.87,Debit,2022-12-04,London,0
129.27.229.123.251.231-19,Male,41,WSWE15499886332648,Global Bank,934.15,9998,39689.07,Credit,2022-12-16,London,1
16.199.0.191.42.143-63,Male,39,KBFE70957342475531,Global Bank,8318.55,3056,14334.09,Credit,2022-11-09,New York,0
102.48.132.32.177.52-99,Male,20,DRJK51379357820645,Capital Trust,2599.12,8625,18467.32,Credit,2022-10-01,London,1
182.239.127.197.240.200-45,Male,25,PLQP44747873184545,Summit Bank,7239.04,1930,10292.37,Debit,2022-05-09,Berlin,1
137.205.188.118.21.7-12,Female,76,SZLF72530665821671,Capital Trust,724.0,3987,22846.61,Credit,2021-12-23,Berlin,1
236.147.86.228.165.20-32,Male,79,QARL89599786340041,Unity Bank,8695.73,7073,49414.19,Credit,2022-02-13,London,1
249.212.144.254.220.71-14,Female,29,LWWM74735894543428,Capital Trust,9104.49,3476,6449.86,Debit,2024-09-07,London,0
3.63.224.181.93.120-62,Female,76,BKWW40283668468581,Global Bank,634.26,6910,32500.69,Debit,2024-02-03,Sydney,1
65.195.242.206.51.127-64,Female,36,FIDD33238019295686,Capital Trust,9499.37,6475,41823.02,Credit,2022-07-30,Mumbai,1
203.231.245.88.110.6-32,Female,68,QXYH01549671680653,Unity Bank,7408.65,2959,21868.47,Debit,2023-05-20,London,1
161.107.115.157.118.155-77,Male,72,QATH42047048449009,Summit Bank,3955.86,8501,10451.51,Debit,2022-09-17,London,0
205.108.137.191.207.170-70,Female,47,JOVN73280842846142,Global Bank,1003.01,6539,42234.34,Credit,2023-02-27,Tokyo,1
52.75.255.33.166.173-69,Male,57,RGBY39846563730898,Global Bank,90.25,3414,46248.42,Debit,2024-10-22,Sydney,0
158.165.172.203.131.247-70,Female,38,VLKB60539626983351,Summit Bank,9912.4,8888,39681.03,Credit,2022-04-25,London,0
232.22.46.27.173.212-91,Male,36,ACIA72335195294971,Summit Bank,4867.53,5242,23968.41,Credit,2024-01-28,Sydney,0
51.28.134.147.88.145-65,Female,18,RNLG80869666824618,Unity Bank,1178.71,9124,21253.93,Credit,2023-11-14,Mumbai,0
239.190.227.89.66.116-59,Male,61,VZIY42900920149284,Summit Bank,9804.8,1302,34671.68,Credit,2023-10-30,Mumbai,1
160.36.123.246.202.37-34,Male,29,RWCB44545688506638,Global Bank,323.8,7574,11233.39,Debit,2024-04-30,London,1
241.206.161.186.228.21-52,Male,22,SFFP96891823882603,Pioneer Savings,9915.63,2213,20968.91,Debit,2022-04-21,Berlin,0
121.12.33.126.192.210-49,Female,37,SZLT75972367840652,Summit Bank,862.92,3066,6361.48,Credit,2022-09-09,Berlin,1
121.92.239.122.141.92-71,Female,76,BYFR57730888529920,Global Bank,3810.33,6425,29111.13,Credit,2024-10-12,Berlin,0
122.206.11.121.83.197-38,Female,65,CYIG22402320598132,Unity Bank,5781.99,4212,12560.86,Debit,2024-01-22,Beijing,1
24.214.2.24.191.210-60,Male,56,NWDH92493022200171,Global Bank,1185.41,6066,12434.31,Credit,2022-03-20,Mumbai,0
253.86.240.178.241.49-80,Female,52,BQEU64055830752318,Unity Bank,7161.73,2876,45831.8,Credit,2023-10-16,Tokyo,1
122.92.222.83.43.152-63,Female,69,NBQK39545975341556,Summit Bank,601.36,3845,21325.46,Debit,2022-12-22,London,0
159.79.177.156.119.136-94,Female,21,UAPC48514612444964,Global Bank,6179.87,1631,12689.24,Credit,2023-08-04,Sydney,0
138.76.176.227.78.243-84,Male,49,LGDZ88228958973424,Pioneer Savings,6432.29,2053,45099.56,Credit,2024-02-11,Tokyo,0
118.151.148.201.66.34-55,Female,69,OCKE44066219526194,Unity Bank,1432.64,5328,22556.18,Credit,2023-02-27,London,0
9.58.236.178.38.9-20,Male,60,VIXL37237919970976,Pioneer Savings,7963.96,4074,6163.91,Debit,2024-05-18,Sydney,1
25.83.10.156.83.236-15,Male,43,NAZM11149863782711,Pioneer Savings,1006.62,5091,4726.54,Debit,2024-06-08,Berlin,1
43.138.47.128.183.20-16,Male,60,RJKW49376478329701,Unity Bank,7521.8,3868,13865.13,Credit,2022-09-20,Beijing,1
72.28.253.123.252.213-75,Male,40,TZYO77481874868931,Summit Bank,6118.87,9219,26940.06,Credit,2021-12-20,Mumbai,1
124.142.17.173.160.12-15,Male,69,ZBOV94282195955761,Pioneer Savings,9516.94,8906,37996.71,Credit,2024-05-12,Mumbai,0
132.33.190.180.146.127-49,Female,75,PBWF11984832421451,Unity Bank,6530.12,9240,44474.13,Debit,2023-12-25,New York,0
30.159.208.114.147.196-77,Male,56,IHZQ11012910960471,Unity Bank,1251.67,9684,2646.51,Debit,2024-10-09,Mumbai,0
250.4.82.148.103.92-54,Female,59,DHNY63682783844306,Pioneer Savings,173.95,2757,22190.53,Credit,2023-02-02,Berlin,0
47.192.65.249.15.233-42,Male,25,QMWG99743521950599,Pioneer Savings,6678.04,7901,1075.35,Credit,2022-12-07,London,0
70.191.182.135.15.173-96,Male,56,ADMA31377122638813,Unity Bank,3634.69,5040,5756.58,Debit,2023-12-16,London,1
0.52.70.3.189.244-80,Female,59,DSGP06450412996541,Capital Trust,7405.6,5721,18753.09,Debit,2023-07-22,Mumbai,1
75.180.133.67.68.234-36,Male,51,EADK99299548749289,Summit Bank,9175.4,6590,7440.74,Credit,2023-05-26,Beijing,0
253.93.58.45.123.2-11,Male,18,JHUM85095238292196,Summit Bank,5775.81,5948,29447.51,Debit,2024-03-17,Tokyo,0
149.69.166.51.108.202-85,Male,34,AQDH25578828127919,Capital Trust,2411.83,8782,45791.64,Credit,2022-02-17,Sydney,0
132.146.252.184.200.45-95,Female,26,WEEV64559613049998,Pioneer Savings,5314.64,3382,42297.73,Debit,2022-06-09,Beijing,0
92.183.240.229.108.196-51,Female,47,NQQF40746161270508,Unity Bank,3791.18,7584,42363.37,Credit,2024-06-10,Beijing,1
139.19.64.18.253.195-98,Female,20,WUYO11618972839603,Summit Bank,8419.15,7523,11071.75,Debit,2024-03-24,Tokyo,0
203.122.104.209.240.240-25,Male,29,DYPP42610724508883,Pioneer Savings,7914.72,3600,45013.6,Debit,2022-06-18,London,1
44.14.7.180.155.137-66,Male,48,NESW02979492046769,Global Bank,2457.85,2330,34694.29,Credit,2024-03-29,London,0
105.252.208.96.170.37-15,Female,28,FVOT27430834311238,Unity Bank,4168.03,9024,24815.4,Debit,2023-05-26,London,0
228.190.200.48.167.237-69,Female,38,ZNCF43101426590965,Global Bank,9166.34,3208,1081.56,Credit,2023-06-07,Tokyo,0
211.32.41.171.186.24-21,Female,63,KAGF23768125076322,Unity Bank,1591.11,7189,31233.97,Debit,2022-01-01,New York,0
151.40.84.170.220.89-46,Female,30,DEFU44774313083504,Summit Bank,7994.64,5756,44264.36,Credit,2023-11-24,Sydney,0
49.166.214.162.41.133-88,Female,30,YBKC07867789345204,Capital Trust,2409.72,2743,38530.25,Debit,2022-04-15,Beijing,0
152.115.253.194.230.231-73,Male,31,GGHA10233948123105,Summit Bank,8789.32,3094,33126.96,Debit,2024-11-06,Tokyo,1
233.157.117.223.102.98-77,Female,35,UEFN77878364554717,Capital Trust,8999.85,2864,48176.67,Debit,2023-08-29,Tokyo,0
45.83.79.25.46.39-49,Male,50,QGDJ72430794500891,Pioneer Savings,782.88,7737,43157.35,Credit,2024-11-04,Berlin,0
239.198.151.253.116.110-42,Female,30,DSDF83640542812594,Global Bank,3782.19,7009,3192.81,Debit,2022-04-25,Sydney,0
85.241.201.51.110.100-88,Male,51,VIPN29162139170734,Summit Bank,4537.02,6471,41907.03,Credit,2022-08-19,Berlin,0
54.202.12.71.89.55-28,Male,71,QVIU41464881626505,Pioneer Savings,9893.1,3717,39534.5,Debit,2023-11-05,Tokyo,0
122.16.196.160.115.211-75,Male,48,MGRL53846684024199,Unity Bank,5049.02,8655,36878.58,Credit,2023-03-23,Beijing,1
130.102.165.157.184.135-84,Female,18,YFVQ57022402329910,Pioneer Savings,194.84,8100,49670.62,Debit,2024-06-24,London,1
251.47.253.22.160.225-43,Male,71,TDUT90709831746378,Summit Bank,302.32,1454,42477.39,Credit,2024-06-30,Tokyo,0
26.102.121.135.68.171-44,Female,62,JTJU02092410264679,Capital Trust,472.44,5807,46000.71,Debit,2023-07-20,Sydney,0
56.212.40.59.114.175-76,Male,42,BTRQ37238453801741,Capital Trust,1246.12,1437,6557.42,Debit,2022-03-08,London,1
161.228.30.72.9.42-74,Male,36,OJJP38726186558381,Global Bank,8781.74,4237,12653.15,Debit,2023-10-13,New York,0
182.126.115.13.97.205-34,Male,72,UGHU11248921183135,Global Bank,9400.62,1314,34350.53,Debit,2023-06-14,Beijing,0
79.245.103.184.57.44-66,Female,48,VQDW45348348184064,Summit Bank,1053.45,2296,11456.22,Debit,2023-09-20,London,0
186.40.191.45.113.74-88,Female,35,VNZL46213366033644,Pioneer Savings,8864.57,7474,12139.81,Debit,2023-04-04,London,0
233.248.25.95.50.158-94,Male,21,QRZO30562236124009,Summit Bank,1851.62,1167,37618.02,Debit,2023-06-26,Sydney,1
210.175.58.102.10.5-46,Female,41,BLXT98217652724146,Unity Bank,7293.12,6675,10030.77,Credit,2023-11-29,Mumbai,0
184.121.119.252.19.0-89,Male,57,NZGA81521990672149,Summit Bank,9437.56,2718,47173.73,Credit,2023-11-07,New York,1
2.38.194.229.242.123-61,Male,45,TCKJ83976044167142,Capital Trust,1420.54,3675,26469.87,Credit,2021-12-31,Beijing,1
9.206.220.185.15.226-68,Male,43,PIDL06601387056291,Capital Trust,8988.19,1597,27095.69,Credit,2022-03-16,Mumbai,1
27.41.249.123.2.157-87,Male,33,XNIR93229332282831,Pioneer Savings,6881.88,6762,36103.14,Credit,2024-10-02,London,0
227.243.207.236.183.191-17,Male,42,ZHAC60484911358749,Unity Bank,6779.12,7164,21676.1,Credit,2023-11-17,Mumbai,0
119.74.79.79.11.122-63,Female,36,ZWVN66750874687782,Pioneer Savings,1978.62,7824,18736.78,Credit,2023-09-27,Beijing,1
114.39.132.153.218.17-65,Male,24,UWYY04973881745456,Unity Bank,3909.63,7717,30221.71,Debit,2022-01-05,Sydney,1
242.236.83.24.33.47-80,Female,68,CRHA22328428018390,Unity Bank,7862.96,4968,43629.64,Credit,2024-11-27,Beijing,0
92.25.23.169.70.155-42,Male,28,JLKB25801896955826,Global Bank,9662.53,8157,3287.86,Debit,2023-09-01,Tokyo,0
254.41.203.147.57.151-83,Female,52,OSEL53324614436998,Pioneer Savings,7555.78,7047,2882.86,Debit,2024-10-25,Beijing,1
161.124.90.180.170.178-81,Male,59,SCSS80393093778858,Global Bank,4454.54,8814,29617.55,Debit,2024-11-09,London,1
192.198.231.192.1.43-53,Female,68,UIBD44635176723030,Summit Bank,8725.84,3318,47663.29,Debit,2024-11-07,New York,1
152.76.89.9.134.191-41,Male,59,URJS34174016866219,Summit Bank,3583.89,7571,4462.07,Debit,2022-10-07,Tokyo,0
44.134.112.161.39.2-99,Male,58,GBBB16863631276056,Pioneer Savings,500.11,5352,32550.6,Debit,2021-12-15,Berlin,0
136.125.149.138.255.196-48,Male,39,TIVH89330318535247,Pioneer Savings,4276.37,6026,47457.84,Credit,2022-04-23,Mumbai,0
165.179.78.52.203.213-19,Female,66,YEDB18323640555420,Pioneer Savings,6973.95,8717,14049.5,Debit,2023-02-11,Mumbai,1
14.207.27.57.200.247-13,Male,45,IGUB89646241263598,Global Bank,5578.81,6663,5585.12,Credit,2023-03-31,London,0
141.248.255.242.175.99-77,Female,40,FDIF82581374326211,Unity Bank,8388.13,5024,33622.31,Credit,2023-10-02,Tokyo,1
107.39.237.26.168.252-43,Female,50,WOXJ76214634315693,Pioneer Savings,3050.56,5279,9248.89,Credit,2022-09-10,Sydney,0
246.245.36.215.90.117-41,Male,40,BKSF01499263923291,Capital Trust,5962.67,8639,7220.34,Credit,2023-06-19,Sydney,1
187.29.48.56.69.76-69,Female,69,CIOW02661769980677,Summit Bank,2030.33,2359,4306.6,Debit,2022-01-09,Berlin,1
236.169.99.54.182.148-80,Male,27,AZMA32285271383824,Pioneer Savings,4719.7,1826,43468.17,Credit,2022-01-11,Berlin,0
54.54.249.188.99.242-59,Female,52,EBBK03222638410456,Capital Trust,7112.77,8003,36726.81,Debit,2023-04-10,Tokyo,0
235.83.209.24.211.231-86,Female,62,CCAR60753979560851,Unity Bank,8662.48,5319,40813.1,Credit,2022-06-18,Berlin,0
123.255.75.25.86.20-99,Female,26,WCME39106186812042,Summit Bank,112.47,5158,22045.77,Credit,2023-03-01,Mumbai,0
147.169.27.86.251.15-58,Male,71,YOIC13544593506258,Global Bank,8642.39,4373,34450.15,Debit,2022-09-13,Berlin,0
23.143.249.196.2.244-39,Male,45,FMSP26837539334010,Pioneer Savings,5756.69,4826,47232.94,Credit,2022-04-30,Sydney,0
151.91.2.68.96.4-10,Male,24,VHGJ29772035529638,Summit Bank,3788.38,1656,42114.57,Credit,2024-05-03,New York,1
137.205.59.69.206.245-27,Male,42,NTVE01472807806552,Unity Bank,3460.76,7664,33231.21,Credit,2023-02-22,Beijing,1
132.60.31.127.228.170-82,Male,25,CSXM06947374290185,Summit Bank,9196.87,5663,49846.27,Credit,2022-08-29,Sydney,1
32.92.19.217.16.55-33,Male,65,HVZH66142062585097,Unity Bank,4527.39,2359,33129.5,Credit,2022-11-16,Tokyo,0
223.70.232.77.141.50-76,Female,75,FHSU53034462166964,Global Bank,614.83,3909,7368.05,Debit,2022-11-12,London,0
42.174.99.188.175.137-93,Female,45,OZDW68372172755141,Unity Bank,1596.53,3327,30555.26,Debit,2023-11-27,London,0
238.235.45.65.143.35-46,Female,49,SYUT37137626376833,Summit Bank,5118.9,6302,3415.59,Debit,2022-04-20,Mumbai,0
60.148.7.67.64.255-53,Male,52,UVMP61753551467344,Unity Bank,125.02,2381,14591.86,Credit,2023-08-06,New York,0
142.145.122.187.215.196-19,Female,73,ADRL89196601437193,Pioneer Savings,8028.52,1458,17955.73,Credit,2023-04-07,New York,0
98.195.28.213.200.206-52,Male,49,CZYC73125649039858,Capital Trust,9012.29,3731,24611.69,Debit,2024-08-19,Beijing,0
121.153.225.127.196.77-21,Male,70,JCZZ59776545643131,Unity Bank,1336.47,5382,12410.29,Debit,2023-01-21,London,1
190.213.211.174.167.248-20,Male,23,GBHV57745724060762,Capital Trust,3710.32,9764,48802.04,Credit,2022-08-22,Berlin,1
52.105.211.132.63.188-94,Male,26,JMQZ02714769568952,Summit Bank,7291.28,7900,19551.19,Credit,2023-10-01,Mumbai,0
149.149.210.133.146.96-73,Female,53,WFJM37450761163814,Global Bank,2822.33,6739,1089.9,Credit,2022-05-23,Beijing,1
59.208.100.218.189.22-73,Female,77,OLVC05893875331068,Summit Bank,5183.88,7850,35329.73,Credit,2022-07-29,Berlin,1
90.164.244.177.69.250-42,Female,31,UFKM03921951297879,Global Bank,8625.02,5235,32977.67,Credit,2023-06-17,London,1
145.46.23.250.247.8-87,Male,18,THXB65201465397334,Pioneer Savings,2257.31,4084,45543.05,Credit,2024-09-09,New York,1
93.12.250.216.162.130-25,Female,49,GCAU80503492490103,Global Bank,7145.45,6976,16438.29,Debit,2023-08-05,Mumbai,1
189.31.46.123.164.157-70,Male,28,RCKW26591693827784,Unity Bank,4596.65,3395,42322.56,Debit,2022-12-16,Berlin,0
49.225.163.92.237.243-59,Female,73,ZZFU01842677958501,Global Bank,6230.06,2682,49807.6,Debit,2023-03-02,Mumbai,0
20.58.145.4.160.44-75,Female,62,EGLJ14902220976968,Pioneer Savings,5929.4,7639,26968.81,Debit,2023-12-02,Mumbai,1
